seed,trial,condition,n_base,n_stim,noframe_steps,valid,spikes_stim,spikes_base,d_DNa02_L,s_DNa02_L,d_DNa02_R,s_DNa02_R,d_DNa01_L,s_DNa01_L,d_DNa01_R,s_DNa01_R,d_MDN,s_MDN,d_DNp09,s_DNp09,d_DNp01,s_DNp01,d_DNp02,s_DNp02,d_DNp04,s_DNp04,d_turn,d_fwd,d_escape,escape_onset_ms,h2_onset_ok
2026,44,bright_L,99,104,0,True,24229.31730769231,24658.858585858587,-1.3840326340326357,27.403846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3840326340326357,0.0,0.0,,False
2026,45,bright_L,99,100,0,True,24224.01,24706.363636363636,-11.303030303030305,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.303030303030305,0.0,0.0,,False
2026,46,grating_L,99,98,0,True,24127.061224489797,24693.666666666668,-7.848897134611423,22.959183673469386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.848897134611423,0.0,0.0,,False
2026,47,disc,99,101,0,True,24493.663366336634,24707.858585858587,0.02500250025002515,23.762376237623762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02500250025002515,0.0,0.0,,False
2026,48,grating_L,101,99,0,True,24147.141414141413,24717.168316831685,-4.055405540554055,20.2020202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.055405540554055,0.0,0.0,,False
2026,49,disc,103,98,0,True,24484.530612244896,24684.70873786408,-7.64810778680404,22.448979591836736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64810778680404,0.0,0.0,,False
2026,50,grey,99,103,0,True,24710.087378640776,24725.37373737374,3.9717563989408653,26.699029126213592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9717563989408653,0.0,0.0,,False
2026,51,grey,98,102,0,True,24697.93137254902,24704.173469387755,1.8207282913165237,30.392156862745097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8207282913165237,0.0,0.0,,False
2026,52,grating_R,99,98,0,True,24145.051020408162,24689.464646464647,-10.90496804782519,20.408163265306122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.90496804782519,0.0,0.0,,False
2026,53,loom,101,103,0,True,24426.601941747573,24673.73267326733,-3.94597712198404,24.271844660194176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94597712198404,0.0,0.0,,False
2026,54,bright_L,95,102,0,True,24216.696078431374,24685.44210526316,-2.2600619195046434,23.529411764705884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2600619195046434,0.0,0.0,,False
2026,55,bright_R,102,99,0,True,24240.040404040403,24686.92156862745,-10.279263220439688,17.171717171717173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.279263220439688,0.0,0.0,,False
2026,56,grating_L,101,97,0,True,24126.20618556701,24681.049504950493,-3.5980402163927714,21.649484536082475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5980402163927714,0.0,0.0,,False
2026,57,loom,103,99,0,True,24437.777777777777,24732.058252427185,-0.5344709228204394,23.737373737373737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5344709228204394,0.0,0.0,,False
2026,58,bright_R,97,103,0,True,24178.02912621359,24746.03092783505,-9.418476628966069,18.932038834951456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.418476628966069,0.0,0.0,,False
2026,59,grating_L,97,101,0,True,24147.039603960395,24700.21649484536,-10.65121976115137,20.792079207920793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65121976115137,0.0,0.0,,False
2026,60,recede,101,99,0,True,24361.383838383837,24677.62376237624,-4.480448044804479,23.737373737373737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.480448044804479,0.0,0.0,,False
2026,61,bright_R,101,99,0,True,24223.29292929293,24698.72277227723,-7.560756075607561,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.560756075607561,0.0,0.0,,False
2026,62,grating_L,101,100,0,True,24121.91,24669.653465346535,-8.732673267326732,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.732673267326732,0.0,0.0,,False
2026,63,disc,101,98,0,True,24479.408163265307,24702.70297029703,-1.6720549605980999,27.040816326530614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6720549605980999,0.0,0.0,,False
2026,64,bright_R,102,101,0,True,24229.41584158416,24699.147058823528,-7.658707047175305,18.81188118811881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.658707047175305,0.0,0.0,,False
2026,65,recede,97,101,0,True,24376.841584158417,24729.23711340206,-10.094927018475044,19.801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.094927018475044,0.0,0.0,,False
2026,66,grating_L,102,96,0,True,24133.791666666668,24724.813725490196,-9.987745098039216,21.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.987745098039216,0.0,0.0,,False
2026,67,loom,102,100,0,True,24427.45,24658.382352941175,-4.470588235294116,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.470588235294116,0.0,0.0,,False
2026,68,grating_R,100,98,0,True,24159.397959183672,24730.48,-7.081632653061224,20.918367346938776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.081632653061224,0.0,0.0,,False
2026,69,grating_R,101,100,0,True,24164.35,24700.188118811882,-5.757425742574256,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.757425742574256,0.0,0.0,,False
2026,70,grey,103,97,0,True,24678.711340206184,24706.601941747573,1.6815133620258251,28.8659793814433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6815133620258251,0.0,0.0,,False
