seed,trial,condition,n_base,n_stim,spikes_stim,spikes_base,d_DNa02_L,s_DNa02_L,d_DNa02_R,s_DNa02_R,d_DNa01_L,s_DNa01_L,d_DNa01_R,s_DNa01_R,d_MDN,s_MDN,d_DNp09,s_DNp09,d_DNp01,s_DNp01,d_DNp02,s_DNp02,d_DNp04,s_DNp04,d_turn,d_fwd,d_escape
2026,52,grating_L,50,100,9464.4,10392.62,-1.0,0.0,-1.0,7.0,-1.5,4.5,-5.5,1.5,-2.5,10.25,-5.75,24.75,-4.5,7.5,0.75,1.25,-1.25,26.25,0.0,-3.5,0.75
2026,53,disc,50,100,9847.11,9502.26,2.0,2.0,-1.5,5.5,0.5,5.5,-1.5,3.5,1.625,11.125,-5.0,27.5,2.0,10.0,1.25,1.75,-3.0,26.0,-3.5,-0.5,2.0
2026,54,bright_L,50,100,9216.8,9968.6,0.0,1.0,7.0,10.0,-0.5,5.5,-1.0,3.0,-1.125,10.375,-4.5,24.5,-0.5,10.0,-0.5,1.0,0.25,26.25,7.0,-0.75,0.25
2026,55,bright_L,50,100,9054.52,9579.78,1.0,1.0,-1.0,5.0,-2.0,4.0,1.0,4.0,-2.5,10.0,-4.5,23.5,-3.75,7.25,-1.25,0.75,-1.75,26.75,-2.0,-0.5,-1.25
2026,56,disc,50,100,9802.93,9897.06,-0.5,0.5,0.0,7.0,0.0,5.0,-5.0,4.0,1.25,12.5,0.25,27.75,-3.75,8.75,0.5,1.0,-0.25,28.75,0.5,-2.5,1.25
2026,57,disc,50,100,9686.92,10198.92,1.5,1.5,2.0,10.0,-3.0,6.0,-4.0,3.0,-1.375,10.875,-3.0,26.5,-2.25,9.25,0.25,0.25,-9.5,23.5,0.5,-3.5,0.25
2026,58,grey,50,100,9849.47,9903.9,-0.5,1.5,-0.5,7.5,1.5,6.5,-1.5,3.5,0.875,11.875,1.0,30.5,1.25,9.25,0.25,1.75,-2.0,26.0,0.0,0.0,1.25
2026,59,loom,50,100,10436.8,10255.6,1.0,1.0,-2.5,10.5,1.0,8.0,-1.0,5.0,-1.625,10.875,-2.0,30.5,0.25,12.75,0.0,1.0,2.25,30.75,-3.5,0.0,2.25
2026,60,grating_R,50,100,9523.59,10555.62,-4.0,0.0,-7.0,8.0,-2.5,5.5,1.5,5.5,-2.625,11.375,-6.0,25.0,-5.0,9.5,-1.0,1.0,-7.75,25.25,-3.0,-0.5,-1.0
2026,61,grey,50,100,10321.89,9641.12,1.5,1.5,8.0,11.0,4.0,8.0,-1.0,3.0,1.375,12.375,-2.25,28.25,0.0,11.5,-1.25,0.25,0.75,29.25,6.5,1.5,1.375
2026,62,bright_R,50,100,8958.03,10430.92,0.0,1.0,-6.5,7.5,-4.0,5.0,-0.5,3.5,-2.0,11.0,-6.75,26.25,-7.5,7.0,-0.75,1.25,-8.0,25.5,-6.5,-2.25,-0.75
2026,63,loom,50,100,10512.97,8735.84,-0.5,0.5,3.5,9.5,6.0,10.0,-0.5,3.5,4.125,13.875,6.25,28.75,7.5,13.0,0.0,0.5,3.75,30.25,4.0,2.75,7.5
2026,64,grating_R,50,100,9753.53,10454.46,0.0,2.0,-8.5,7.5,0.0,6.0,-2.5,3.5,-2.25,10.75,-6.0,28.5,-6.0,10.5,1.0,1.5,-1.5,27.0,-8.5,-1.25,1.0
2026,65,grating_L,50,100,9447.57,9542.96,-1.0,0.0,2.5,7.5,3.0,8.0,-2.5,2.5,-1.375,11.375,-5.0,24.5,1.75,10.25,0.0,1.0,-2.25,26.75,3.5,0.25,1.75
2026,66,grating_R,50,100,9448.63,9359.2,-0.5,0.5,2.0,6.0,-1.0,4.0,1.5,5.5,-0.875,10.375,2.0,24.5,1.5,10.5,0.75,1.25,5.25,30.25,2.5,0.25,5.25
2026,67,bright_L,50,100,9034.89,9595.2,1.0,1.0,-0.5,3.5,-3.0,5.0,0.0,4.0,-1.25,9.5,-8.0,22.0,-1.0,8.5,-1.0,0.0,2.5,29.0,-1.5,-1.5,2.5
2026,68,grating_L,50,100,9328.57,9232.52,0.5,0.5,7.5,11.5,-0.5,5.5,1.5,4.5,0.625,10.375,5.75,26.25,1.0,8.5,0.5,1.0,1.0,26.5,7.0,0.5,5.75
2026,69,bright_L,50,100,9103.81,9951.44,0.5,0.5,-2.5,4.5,3.0,6.0,-6.0,2.0,-1.25,10.75,-4.5,24.0,-4.5,8.0,-1.75,0.25,-3.5,27.0,-3.0,-1.5,-1.25
2026,70,grey,50,100,10104.95,9421.94,1.0,1.0,-0.5,7.5,3.0,11.0,-2.5,1.5,1.75,12.75,-0.75,26.75,3.0,11.5,0.0,1.0,-2.75,24.25,-1.5,0.25,3.0
2026,71,grating_R,50,100,9203.76,10139.48,-2.0,1.0,-2.0,5.0,-2.5,4.5,1.5,4.5,-0.625,11.375,-6.0,25.0,-4.25,8.25,0.5,1.5,-3.75,26.25,0.0,-0.5,0.5
2026,72,bright_R,50,100,8880.34,9211.52,0.5,0.5,1.5,3.5,0.5,5.5,-6.0,2.0,1.125,11.375,1.5,24.0,-0.25,7.75,0.0,1.0,-4.75,21.75,1.0,-2.75,1.5
2026,73,grating_L,50,100,9491.04,9084.34,0.5,0.5,0.5,6.5,3.5,5.5,4.0,7.0,-0.125,10.375,-4.5,25.5,3.5,10.5,-0.75,1.25,0.5,27.0,0.0,3.75,3.5
2026,74,bright_L,50,100,9350.4,9573.7,0.5,0.5,-2.5,4.5,1.0,4.0,-2.0,3.0,-1.625,10.375,-5.5,25.5,0.0,9.5,-0.25,1.25,1.25,28.25,-3.0,-0.5,1.25
2026,75,bright_L,50,100,9127.3,9450.32,0.5,0.5,-1.5,5.5,-0.5,5.5,0.0,3.0,0.375,11.375,-1.25,26.25,0.75,7.75,1.0,1.0,-3.75,24.25,-2.0,-0.25,1.0
2026,76,bright_R,50,100,9037.86,9422.0,-1.5,0.5,-1.0,7.0,2.0,6.0,0.0,2.0,2.5,10.75,-3.25,22.75,1.0,9.0,-0.5,0.5,0.0,26.0,0.5,1.0,2.5
2026,77,bright_L,50,100,9068.17,9476.16,1.0,1.0,0.0,5.0,-1.5,2.5,-0.5,4.5,-0.5,11.5,-1.0,26.0,-3.25,7.75,0.0,0.5,-4.5,23.5,-1.0,-1.0,0.0
2026,78,grating_L,50,100,9378.49,9349.3,0.5,0.5,0.5,4.5,4.0,7.0,0.0,4.0,-0.125,10.375,-0.75,26.25,2.5,10.0,0.25,0.25,4.5,27.5,0.0,2.0,4.5
2026,79,bright_R,50,100,9107.58,9259.06,-0.5,0.5,4.5,6.5,-0.5,2.5,-2.5,4.5,0.25,11.5,-1.5,24.5,2.5,8.5,-1.25,0.75,1.75,24.75,5.0,-1.5,2.5
2026,80,grey,50,100,10288.51,9358.52,-1.0,0.0,2.0,9.0,-4.5,7.5,2.5,6.5,3.875,11.625,11.25,32.25,4.0,12.5,0.25,1.25,4.0,30.5,3.0,-1.0,11.25
2026,81,grating_L,50,100,9344.5,9672.32,0.0,1.0,0.0,6.0,3.0,8.0,0.0,4.0,1.875,10.375,-4.75,24.75,-2.0,7.5,0.5,1.0,0.5,26.5,0.0,1.5,1.875
2026,82,bright_L,50,100,9365.67,9620.74,-2.5,0.5,-0.5,6.5,0.0,6.0,-3.5,3.5,-2.625,10.625,-2.75,21.25,2.25,9.25,-0.25,0.25,-2.5,27.0,2.0,-1.75,2.25
2026,83,disc,50,100,9833.61,9512.04,0.5,0.5,0.0,9.0,-0.5,6.5,0.5,4.5,-0.25,12.25,0.0,26.5,-0.5,11.0,0.0,1.0,2.0,27.5,-0.5,0.0,2.0
2026,84,bright_L,50,100,9373.1,9657.4,-0.5,0.5,-7.0,5.0,0.0,6.0,-1.0,4.0,0.125,11.875,-6.25,23.25,0.0,9.0,-0.75,0.75,0.5,27.5,-6.5,-0.5,0.5
2026,85,disc,50,100,9701.21,9518.62,-1.0,0.0,-2.0,4.0,3.0,8.0,-5.5,2.5,1.5,10.75,4.5,27.0,2.5,11.0,0.5,1.0,-1.5,27.0,-1.0,-1.25,4.5
2026,86,loom,50,100,10407.51,9846.68,1.0,1.0,7.5,8.5,1.5,6.5,2.5,4.5,0.125,13.875,2.5,29.5,4.5,12.0,0.5,1.0,0.75,29.25,6.5,2.0,4.5
2026,87,loom,50,100,10222.3,10326.98,1.0,1.0,3.0,9.0,-0.5,6.5,-6.5,1.5,0.75,13.5,0.25,28.25,1.5,12.5,-0.75,0.25,-3.0,26.0,2.0,-3.5,1.5
2026,88,grating_L,50,100,9695.99,10626.36,-0.5,1.5,-2.5,7.5,-4.0,4.0,-2.0,6.0,-2.75,11.0,-5.75,25.25,-3.25,10.75,-0.25,0.75,-0.75,27.75,-2.0,-3.0,-0.25
2026,89,bright_L,50,100,9320.58,9530.5,0.0,1.0,-3.0,4.0,3.0,7.0,0.0,3.0,-1.5,10.25,-5.5,23.5,2.0,9.5,-0.75,0.75,-2.25,24.75,-3.0,1.5,2.0
2026,90,loom,50,100,10187.27,9545.48,-0.5,0.5,1.5,7.5,0.5,5.5,1.0,5.0,0.375,11.875,4.25,31.25,0.75,9.75,0.0,1.0,0.5,29.5,2.0,0.75,4.25
2026,91,bright_R,50,100,9160.5,10247.18,-0.5,0.5,-2.0,5.0,-1.0,4.0,1.0,4.0,-0.75,11.75,-8.0,24.5,-3.25,8.25,0.25,0.75,-6.75,25.25,-1.5,0.0,0.25
2026,92,disc,50,100,10038.38,9212.96,0.5,0.5,5.0,10.0,6.5,7.5,-2.0,4.0,0.625,11.625,4.5,30.5,3.0,12.0,0.75,0.75,-1.0,28.0,4.5,2.25,4.5
2026,93,grating_L,50,100,9515.23,10010.92,-1.0,0.0,-1.5,6.5,0.5,6.5,-1.5,4.5,-0.75,10.75,-6.25,24.25,-1.0,9.0,0.25,1.75,-4.0,26.0,-0.5,-0.5,0.25
2026,94,loom,50,100,10286.22,9735.22,-0.5,0.5,4.0,9.0,2.5,5.5,0.5,3.5,0.75,11.75,6.75,31.75,1.5,11.5,1.0,1.0,-1.0,30.0,4.5,1.5,6.75
2026,95,bright_R,50,100,9276.57,10320.26,0.5,0.5,1.0,6.0,1.0,6.0,-1.0,6.0,0.625,13.125,-4.75,25.75,-4.5,8.5,-0.25,0.75,-3.5,27.0,0.5,0.0,0.625
2026,96,bright_R,50,100,9083.34,8910.46,0.5,0.5,-1.5,4.5,1.0,4.0,3.0,6.0,0.25,11.0,2.5,25.5,1.75,8.75,0.0,1.0,-1.0,27.0,-2.0,2.0,2.5
2026,97,loom,50,100,10208.31,9414.06,0.5,0.5,7.0,11.0,1.0,6.0,1.0,3.0,4.625,13.125,6.0,30.5,0.75,10.25,0.5,1.0,2.75,31.25,6.5,1.0,6.0
2026,98,loom,50,100,10138.39,10341.22,0.5,1.5,-2.5,7.5,-2.5,7.5,-0.5,3.5,1.75,12.5,0.25,31.25,0.5,10.5,0.25,0.25,-2.75,28.75,-3.0,-1.5,1.75
2026,99,bright_L,50,100,9415.78,10094.8,0.0,0.0,-2.0,4.0,1.5,7.5,-2.0,3.0,1.0,12.25,-1.25,27.25,0.5,10.0,-0.25,0.75,-0.75,27.25,-2.0,-0.25,1.0
2026,100,grating_R,50,100,9592.94,9356.94,0.0,0.0,-4.5,6.5,3.5,5.5,2.5,6.5,0.75,10.5,0.5,25.0,1.25,9.25,-0.25,1.25,1.0,29.5,-4.5,3.0,1.25
2026,101,grating_R,50,100,9525.23,9563.02,0.0,0.0,8.5,13.5,0.0,7.0,0.0,4.0,-2.25,10.0,-3.0,25.0,0.0,9.5,-1.75,0.25,2.5,28.5,8.5,0.0,2.5
2026,102,grating_L,50,100,9266.76,9947.22,0.0,0.0,-5.5,5.5,-2.0,4.0,2.5,4.5,-2.875,9.125,-4.25,25.25,-6.25,9.25,-1.0,0.5,-0.75,27.25,-5.5,0.25,-0.75
2026,103,grating_L,50,100,9186.5,9568.9,0.0,1.0,-2.0,4.0,-1.0,5.0,-2.5,3.5,-1.75,10.0,-5.5,21.0,0.25,8.25,-0.75,0.75,-2.75,24.75,-2.0,-1.75,0.25
2026,104,grey,50,100,10350.12,9889.8,1.0,1.0,3.5,8.5,2.5,7.5,2.0,6.0,1.25,11.5,-0.75,28.75,0.5,13.5,-1.5,1.0,2.5,31.0,2.5,2.25,2.5
2026,105,grating_L,50,100,9340.01,10132.82,1.0,1.0,-5.0,4.0,-3.5,3.5,0.0,3.0,-2.375,10.625,-3.5,24.5,-5.25,7.75,-0.5,0.5,-3.5,26.0,-6.0,-1.75,-0.5
2026,106,disc,50,100,9589.28,9566.08,0.0,2.0,-1.0,5.0,-3.0,2.0,-2.5,4.5,0.125,11.625,0.25,26.25,-0.75,10.25,0.75,0.75,-1.0,28.0,-1.0,-2.75,0.75
2026,107,disc,50,100,9879.21,9980.32,0.5,0.5,3.0,7.0,0.0,7.0,1.0,3.0,-0.5,12.0,2.25,25.75,-2.0,9.5,-0.5,0.5,-3.75,26.75,2.5,0.5,2.25
2026,108,grey,50,100,10071.52,9975.74,1.5,1.5,3.5,10.5,0.5,5.5,-0.5,3.5,-0.5,11.0,-3.0,26.5,0.0,10.0,-0.75,1.25,4.75,32.25,2.0,0.0,4.75
2026,109,grey,50,100,10196.19,10651.44,-0.5,1.5,-2.0,8.0,1.0,7.0,0.5,3.5,-1.0,11.0,-3.75,31.75,-2.5,12.0,0.0,1.5,-2.5,30.5,-1.5,0.75,0.0
2026,110,bright_L,50,100,9477.0,10000.18,1.0,1.0,-4.0,5.0,-0.5,5.5,1.5,4.5,0.25,12.0,-4.0,25.5,-3.75,8.25,-1.25,1.25,-1.0,27.5,-5.0,0.5,0.25
2026,111,loom,50,100,10352.93,9276.56,0.5,0.5,-0.5,9.5,6.5,8.5,4.5,6.5,1.125,11.125,7.25,31.25,5.25,12.75,0.5,1.0,6.25,32.25,-1.0,5.5,7.25
2026,112,grey,50,100,10084.77,10552.04,1.5,1.5,-7.5,5.5,-0.5,5.5,-1.0,4.0,-0.625,11.375,-3.5,29.0,-0.75,10.25,-1.75,0.75,1.25,28.25,-9.0,-0.75,1.25
2026,113,loom,50,100,10515.32,10304.52,0.0,1.0,-4.0,9.0,-1.5,7.5,-1.0,4.0,-1.25,11.75,0.75,29.25,-1.25,11.25,-0.25,0.25,3.25,31.75,-4.0,-1.25,3.25
2026,114,grating_L,50,100,9773.17,10286.52,-1.5,0.5,-4.0,7.0,-3.5,5.5,1.0,4.0,1.125,12.125,-1.5,26.5,-3.25,9.75,0.25,0.25,2.5,29.0,-2.5,-1.25,2.5
2026,115,loom,50,100,10320.49,9698.9,0.0,0.0,1.5,12.5,-2.0,5.0,4.5,6.5,1.25,12.75,2.5,29.5,4.5,12.5,2.0,2.0,3.25,29.25,1.5,1.25,4.5
2026,116,grating_L,50,100,9832.52,10421.88,-0.5,0.5,-0.5,10.5,-3.5,7.5,-2.0,6.0,-1.25,13.0,-2.25,29.75,-3.0,9.0,-0.5,1.5,1.75,30.75,0.0,-2.75,1.75
2026,117,loom,50,100,10473.5,9342.06,1.5,1.5,6.0,10.0,-1.5,4.5,0.5,4.5,-0.5,11.5,1.0,28.5,4.75,12.75,0.5,1.5,3.25,29.75,4.5,-0.5,4.75
2026,118,grating_L,50,100,9840.97,10127.16,0.5,1.5,3.5,10.5,0.5,5.5,2.0,6.0,-1.25,12.75,-0.75,27.75,-0.75,10.25,-0.25,0.75,-0.25,28.25,3.0,1.25,-0.25
2026,119,loom,50,100,10524.12,9587.86,2.0,2.0,6.5,15.5,8.0,11.0,1.0,4.0,2.625,12.875,5.75,30.75,5.25,14.25,-1.0,1.0,2.75,30.75,4.5,4.5,5.75
2026,120,bright_L,50,100,9735.54,10430.42,-0.5,0.5,-3.5,8.5,-5.5,4.5,-4.0,2.0,-2.125,10.875,1.5,29.5,-5.75,10.25,1.25,1.75,-3.25,26.75,-3.0,-4.75,1.5
2026,121,bright_L,50,100,9224.96,9443.16,1.0,1.0,0.5,5.5,0.5,3.5,3.5,6.5,2.625,11.875,-1.75,23.25,-1.5,8.5,0.0,1.0,1.75,26.25,-0.5,2.0,2.625
2026,122,loom,50,100,10200.49,9576.2,0.0,0.0,-0.5,9.5,3.0,7.0,-2.5,2.5,-0.25,12.0,3.25,29.25,1.75,10.25,1.0,1.0,1.0,29.0,-0.5,0.25,3.25
2026,123,loom,50,100,10472.42,10617.78,1.0,2.0,1.0,13.0,1.5,9.5,1.0,4.0,0.875,13.375,1.25,32.75,-1.75,13.25,0.25,1.25,0.75,30.25,0.0,1.25,1.25
2026,124,grey,50,100,10212.91,10288.8,-0.5,1.5,-7.0,4.0,-3.5,5.5,-0.5,2.5,-1.625,11.125,-2.5,26.5,-0.25,9.25,1.5,1.5,1.25,29.25,-6.5,-2.0,1.5
2026,125,grey,50,100,10266.88,10370.92,-1.5,0.5,-2.0,11.0,1.5,7.5,0.0,3.0,-0.875,11.625,-4.25,28.75,-0.5,11.5,0.25,1.25,1.25,32.25,-0.5,0.75,1.25
2026,126,bright_L,50,100,9412.15,10207.54,0.0,1.0,-4.5,6.5,-1.5,3.5,-3.0,3.0,-2.0,11.0,-6.0,25.5,-2.0,8.5,1.25,1.25,-0.75,25.75,-4.5,-2.25,1.25
2026,127,grating_L,50,100,9570.07,9787.1,0.0,0.0,1.0,9.0,2.0,5.0,1.5,3.5,1.875,11.625,-4.75,27.25,0.5,10.0,1.25,1.25,-3.5,26.0,1.0,1.75,1.875
2026,128,grating_L,50,100,9743.38,9315.32,-0.5,0.5,5.0,10.0,2.0,6.0,0.5,4.5,4.875,12.875,-1.75,25.75,3.0,10.5,-1.25,0.25,1.5,29.5,5.5,1.25,4.875
2026,129,bright_R,50,100,9017.36,9814.38,0.5,1.5,1.5,6.5,-4.5,3.5,-1.5,2.5,-1.625,11.125,-5.5,25.5,-1.75,7.25,-0.25,0.25,-4.25,25.25,1.0,-3.0,-0.25
2026,130,bright_L,50,100,9248.83,8842.38,-0.5,0.5,-4.0,5.0,3.0,4.0,-0.5,4.5,-1.125,11.375,-5.0,21.5,5.0,10.0,0.0,0.5,-1.0,24.0,-3.5,1.25,5.0
2026,131,bright_R,50,100,8907.68,9577.6,-0.5,0.5,-3.5,8.5,-0.5,4.5,-2.5,4.5,-0.375,10.125,-3.25,23.25,-2.0,8.0,0.5,2.0,2.5,28.5,-3.0,-1.5,2.5
2026,132,disc,50,100,9727.05,9274.3,0.5,0.5,-2.5,4.5,-0.5,3.5,2.5,5.5,0.125,11.375,0.25,25.75,0.5,8.0,-0.5,0.5,0.0,27.5,-3.0,1.0,0.5
2026,133,grey,50,100,10180.68,9902.76,0.5,0.5,0.5,7.5,0.0,7.0,-2.0,2.0,0.0,12.25,4.5,29.0,0.0,11.0,-0.5,0.5,1.5,28.5,0.0,-1.0,4.5
2026,134,bright_R,50,100,9004.46,9996.68,1.0,1.0,-4.5,4.5,-5.5,3.5,2.0,6.0,-1.75,10.75,-4.0,23.0,-0.25,9.25,0.75,0.75,-2.5,26.0,-5.5,-1.75,0.75
2026,135,grating_R,50,100,9048.8,8966.04,0.5,1.5,1.0,4.0,3.0,5.0,2.0,4.0,-1.375,10.125,0.0,24.5,-1.5,9.0,0.5,0.5,1.0,25.5,0.5,2.5,1.0
2026,136,grating_L,50,100,9251.63,9397.42,1.0,1.0,-1.0,7.0,-0.5,3.5,4.0,6.0,-0.375,11.125,-0.75,24.75,0.5,8.5,1.25,1.75,-1.75,25.75,-2.0,1.75,1.25
2026,137,grey,50,100,10255.38,9545.36,0.0,1.0,-2.5,6.5,2.0,7.0,-2.0,5.0,-0.25,12.0,4.75,29.25,2.75,12.75,0.0,0.5,5.25,30.25,-2.5,0.0,5.25
2026,138,grey,50,100,8342.62,4562.0,0.5,0.5,0.0,7.0,2.0,5.0,4.0,6.0,6.0,10.0,9.0,20.5,6.0,11.0,-0.75,0.25,12.0,23.5,-0.5,3.0,12.0
2026,139,bright_R,50,100,8878.42,9823.64,0.0,0.0,-4.0,4.0,-6.0,3.0,-2.0,3.0,0.0,10.25,-3.0,23.5,-2.75,8.75,0.0,1.0,-4.25,23.75,-4.0,-4.0,0.0
2026,140,bright_L,50,100,9503.21,9672.5,-1.0,0.0,0.5,5.5,3.5,7.5,-1.0,5.0,0.0,10.25,-6.0,23.5,-2.0,8.5,-0.75,0.25,-1.0,28.5,1.5,1.25,0.0
2026,141,bright_R,50,100,8933.61,9257.44,0.0,0.0,-3.5,4.5,0.5,6.5,-3.0,4.0,0.125,10.875,1.75,24.75,-0.25,7.75,0.75,1.25,-0.5,26.0,-3.5,-1.25,1.75
2026,142,grey,50,100,10077.7,9113.9,0.0,0.0,-3.0,6.0,-4.0,4.0,1.0,3.0,1.0,11.5,9.5,29.0,5.0,11.0,0.5,1.0,5.0,31.0,-3.0,-1.5,9.5
2026,143,loom,50,100,10403.07,9918.66,0.5,0.5,0.0,10.0,7.5,10.5,-2.0,3.0,-0.25,12.25,-0.75,28.25,4.75,13.25,-0.25,0.75,4.75,30.75,-0.5,2.75,4.75
2026,144,bright_R,50,100,9315.85,10194.38,1.0,1.0,0.5,10.5,-2.5,4.5,-3.0,4.0,-1.375,10.875,-6.25,22.75,-4.25,6.75,0.25,0.25,-4.75,26.25,-0.5,-2.75,0.25
2026,145,bright_L,50,100,9296.88,9417.06,0.5,0.5,-8.5,4.5,-3.5,3.5,0.5,3.5,1.0,11.25,5.25,27.75,-1.25,7.75,-0.5,1.0,-2.5,25.0,-9.0,-1.5,5.25
2026,146,grey,50,100,10131.21,9285.4,0.0,0.0,-1.5,4.5,2.0,7.0,2.0,6.0,2.0,11.75,5.0,29.5,1.25,10.75,-0.25,0.75,1.75,28.75,-1.5,2.0,5.0
2026,147,bright_R,50,100,8967.11,10058.22,-0.5,0.5,-1.0,8.0,0.0,4.0,0.0,3.0,-2.375,9.125,-5.5,22.0,-2.75,8.25,0.75,0.75,0.0,26.0,-0.5,0.0,0.75
2026,148,bright_L,50,100,9358.92,9247.02,0.0,0.0,-2.0,5.0,-3.0,4.0,-0.5,4.5,-1.375,11.375,-2.0,21.5,-0.75,8.25,1.5,1.5,4.0,28.5,-2.0,-1.75,4.0
